id,generation_source,title,content,datetime,source,generation_source_continue
Push-828,147-1,日历：明日重要会议提醒,【日历】您明天（4月10日）下午 14:30 有与客户黄思琪的重要会议，地点：公司会议室A。请提前准备好会议材料。,2025-04-09 21:30:00,系统日历,147-a
Push-829,16-6,中信书院：CFA备考书单推荐,【中信书院】根据您的学习记录，为您推荐《CFA三级核心考点精讲》电子书，会员专享 8 折优惠。立即查看,2025-04-09 22:00:00,中信书院,16-f
Push-830,9-3-2,支付宝：支付成功提醒,【支付宝】您已成功支付老长沙面粉馆订单，金额 38 元，账单已同步至我的账单,2025-04-10 12:05:00,支付宝,9-c
Push-831,9-3-2,瑞幸咖啡：订单制作完成提醒,【瑞幸咖啡】您的美式咖啡（冰）订单#RC202504101205 已制作完成，请前往门店自取，取餐码 1234,2025-04-10 13:20:00,瑞幸咖啡,9-c
Push-832,217-1-1,雪球：今日市场热点,【雪球】今日科技股领涨，比特币ETF概念股表现活跃，相关分析报告已更新，点击查看,2025-04-10 16:00:00,雪球,217-a
Push-833,217-1-2,招商银行：基金申购成功通知,【招商银行】您已成功申购华泰柏瑞沪深300ETF联接基金，金额 6000 元，预计 T+1 日确认份额,2025-04-10 17:12:00,招商银行,217-a
Push-834,217-1-2,招商银行：基金申购成功通知,【招商银行】您已成功申购招商招钱宝货币基金，金额 3000 元，预计 T+1 日确认份额,2025-04-10 17:15:00,招商银行,217-a
Push-835,,东方财富：财经资讯推荐,【东方财富】SEC发布最新比特币ETF持仓数据，资金净流入创新高，点击查看详细解读,2025-04-10 19:35:00,东方财富,
Push-836,,系统：存储空间不足提醒,【系统通知】当前手机存储空间已不足 10%，建议清理照片、视频或卸载不常用应用,2025-04-10 20:50:00,系统存储管理,
Push-837,,抖音：新视频推荐,【抖音】你关注的摄影师【城市探索者】发布了新视频：潮宗街古建筑光影捕捉技巧，快来围观吧！,2025-04-10 21:00:00,抖音,
Push-838,11-1,支付宝：午餐支付成功提醒,【支付宝】您已成功支付传媒路XX轻食沙拉店订单#L202504111201，金额 68.5 元，账单已同步至我的账单,2025-04-11 12:03:00,支付宝,11-a
Push-839,61-2-1,湖南省天文台：活动预定成功通知,【湖南省天文台】您已成功预定4月11日《系外行星：寻找第二个地球》公众开放日活动，预定码：TW202504111，请于18:10前凭码入场。,2025-04-11 17:55:00,湖南省天文台,61-b
Push-840,,雪球：比特币ETF深度分析推荐,【雪球】基于您关注的比特币ETF，为您推荐深度分析《比特币ETF与传统金融的融合路径与风险》，作者为资深分析师。,2025-04-11 22:55:00,雪球,
Push-841,,系统：存储空间不足提醒,【系统通知】当前手机存储空间已低于 10%，建议及时清理照片、视频等文件，释放空间。,2025-04-11 23:15:00,系统存储管理,
Push-842,11-2,Keep：晨跑训练完成提醒,【Keep】恭喜您完成今日8公里晨跑训练！平均配速5分30秒，消耗热量约520大卡。查看详细数据报告，为下一次PB加油！,2025-04-12 08:42:00,Keep,11-b
Push-843,89-4-2,支付宝：车辆年检支付成功,【支付宝】您已成功支付长沙安通机动车检测站车辆年检费用，金额280元。检测报告及合格标志已同步至电子证件包。,2025-04-12 12:08:00,支付宝,89-d
Push-844,118-1-1,微信支付：花卉市场消费提醒,【微信支付】您已在红星花卉市场（摊主）消费68元，购买章姬草莓盆栽及肥料。点击查看支付凭证。,2025-04-12 13:23:00,微信,118-a
Push-845,,大众点评：湘菜馆推荐,【大众点评】根据您的口味偏好，为您推荐银双路附近评分4.8的湘菜馆【渔火人家】，招牌菜剁椒鱼头备受好评。,2025-04-12 18:05:00,大众点评,
Push-846,100-10,支付宝：好友聚餐AA收款成功,【支付宝】您发起的AA收款（与彭雨晴）已成功，收到金额125元。账单已同步至我的账单。,2025-04-12 20:03:00,支付宝,100-j
Push-847,,小红书：星空摄影技巧分享,【小红书】您关注的摄影师【星空捕手】分享了最新笔记：星空摄影降噪与堆栈全攻略，内含赤道仪选购建议，快来学习吧！,2025-04-12 20:15:00,小红书,
Push-848,,系统：存储空间不足提醒,【系统通知】您的手机存储空间已不足10%，部分应用运行可能受影响。建议及时清理照片、视频或卸载不常用应用。,2025-04-12 21:30:00,系统存储管理,
Push-849,,雪球：热门投资组合动态提醒,【雪球】您关注的稳健增长组合今日调仓，新增两只数字经济ETF。点击查看详情，把握市场结构性机会。,2025-04-13 15:35:00,雪球,
Push-850,217-2-3,招商银行：转账成功通知,【招商银行】您尾号8899的储蓄卡向华泰证券（尾号1234）转账5000.00元已成功，当前活期余额为15236.78元。,2025-04-13 15:52:00,招商银行,217-b
Push-851,217-2-3,华泰证券：基金定投扣款成功,【华泰证券】您设置的沪深300指数增强基金（代码：000311）定投扣款3000.00元已成功，最新份额已更新。,2025-04-13 15:53:00,华泰证券,217-b
Push-852,,500px：您可能喜欢的街拍作品,【500px】摄影师@CityWalker 发布了新作品《长沙暮色街景》，构图与光影获得社区高度评价，推荐您欣赏。,2025-04-13 17:45:00,500px,
Push-853,,微信支付：餐饮消费提醒,【微信支付】付款成功 98.00元。收款方：麺屋武藏（韭菜园路店）。时间：2025-04-13 20:38。,2025-04-13 20:39:00,微信,
Push-854,,支付宝：停车费支付成功,【支付宝】您已在麺屋武藏（韭菜园路店）停车场完成无感支付，金额15.00元。停车时长1小时20分。,2025-04-13 20:42:00,支付宝,
Push-855,,系统：存储空间不足提醒,【系统通知】手机存储空间已不足10%，建议清理相册、应用缓存或大文件，以确保系统流畅运行。,2025-04-13 21:30:00,系统存储管理,
Push-856,,得到：您订阅的《周期》更新解读,【得到】霍华德·马克斯《周期》第8章：风险态度周期。音频解读已上线，助您深入理解市场情绪转换。,2025-04-13 22:10:00,得到,
Push-857,147-5,雪球：比特币ETF市场动态,【雪球】您关注的比特币ETF板块出现新动态，多家机构提交修订申请，合规框架讨论升温，点击查看深度分析。,2025-04-14 09:35:00,雪球,147-e
Push-858,,招商银行：基金定投成功,【招商银行】您发起的基金定投已成功扣款，金额6000元，买入产品为XX指数增强基金，预计下一个交易日确认份额。,2025-04-14 10:02:00,招商银行,
Push-859,,招商银行：理财申购成功,【招商银行】您申购的朝招金货币基金3000元已成功，当前七日年化收益率2.15%，收益每日结转。,2025-04-14 10:03:00,招商银行,
Push-860,215-1-1,Keep：您的颈椎健康计划已生成,【Keep】根据您的健康目标，已为您生成专属颈椎放松与核心强化计划，包含5个针对性动作，建议每周训练3次。,2025-04-14 13:15:00,Keep,215-a
Push-861,,支付宝：咖啡支付成功,【支付宝】您已成功支付圣爵菲斯咖啡厅订单#SF202504141510，金额28元，支付方式：招商银行信用卡。,2025-04-14 15:12:00,支付宝,
Push-862,,网易云音乐：为您推荐另类资产播客,【网易云音乐】根据您的收听历史，为您推荐播客《资产配置新视角：另类投资的机遇与风险》，主讲人：某私募基金合伙人。,2025-04-14 17:35:00,网易云音乐,
Push-863,,支付宝：咖啡厅消费成功,【支付宝】您已成功支付一丹咖啡厅订单#YD202504141745，金额42元，获得88积分。,2025-04-14 17:47:00,支付宝,
Push-864,10-2-2,雪球：您关注的上市项目动态更新,【雪球】您关注的【黄思琪科技公司】相关板块今日早盘表现活跃，最新研报已发布，点击查看机构观点。,2025-04-15 10:30:00,雪球,10-b
Push-865,214-1,支付宝：课程支付成功提醒,【支付宝】您已成功支付【区块链与数字资产投资线上研讨会】课程费用，金额 299 元，订单号 202504151245001。,2025-04-15 12:47:00,支付宝,214-a
Push-866,215-2,500px：您收藏的摄影师有新作品,【500px】您关注的摄影师【城市光影】发布了新作品【雨夜长沙】，快去欣赏并留下您的评论吧。,2025-04-15 14:20:00,500px,215-b
Push-867,215-2,美团：健身房私教课预定成功通知,【美团】您已成功预定【恒大雅苑健身中心】私教体验课，时间 18:30，预定码 789012，请准时到店签到。,2025-04-15 17:35:00,美团,215-b
Push-868,215-2,微信：私教王教练发来消息,【微信】王教练：冯先生您好，我已收到您的体检报告，今晚体验课将重点针对您的体脂率和颈椎状况进行评估，期待见面。,2025-04-15 17:50:00,微信,215-b
Push-869,,Keep：为您推荐健身后的拉伸课程,【Keep】检测到您刚结束训练，推荐【运动后全身放松拉伸】课程，时长12分钟，助您缓解肌肉疲劳，加速恢复。,2025-04-15 19:40:00,Keep,
Push-870,,系统：存储空间不足提醒,【系统通知】当前手机存储空间已使用超过90%，部分功能可能受限，建议及时清理。,2025-04-15 21:20:00,系统存储管理,
Push-871,,Keep：今日晨跑路线推荐,【Keep】根据您的习惯，为您推荐岳麓山风景名胜区经典晨跑路线，全长约5公里，预计用时35分钟。空气质量优，适合户外运动。,2025-04-16 06:35:00,Keep,
Push-872,,雪球：午间快讯-新能源板块异动,【雪球】午间快讯：受政策利好传闻影响，新能源板块多只个股午后开盘拉升。您关注的宁德时代涨超3%，比亚迪涨2.5%。点击查看详情。,2025-04-16 12:05:00,雪球,
Push-873,215-3,京东：订单确认通知,【京东】您购买的人体工学电脑支架（型号：ErgoPro X1）已确认，订单号#JD2025041613012345，金额289元。预计明天送达。,2025-04-16 13:05:00,京东,215-c
Push-874,220-3-2,东方财富：深度研报-半导体行业周报,【东方财富】您订阅的半导体行业周报已更新，重点分析了存储芯片价格走势及中芯国际最新财报解读。,2025-04-16 15:30:00,东方财富,220-c
Push-875,,美团外卖：预定成功通知,【美团外卖】您预定的湘菜馆（老长沙口味）外卖已成功，预定码#MT2025041618123456，预计18:55送达至岳麓区机关金星住宅小区。,2025-04-16 18:12:00,美团外卖,
Push-876,16-6,小宇宙：新一期专业播客上线,【小宇宙】您关注的播客《投资相对论》新一期已上线：2025年Q2资产配置策略前瞻。主讲人：知名基金经理张磊。,2025-04-16 19:15:00,小宇宙,16-f
Push-877,,得到：CFA备考资料包更新,【得到】您收藏的CFA三级《另类投资》科目精选案例解析资料包已更新，新增了私募股权估值实战案例。,2025-04-16 21:45:00,得到,
Push-878,10-4,雪球：今日市场热点速递,【雪球】早盘观察：科技板块并购预期升温，关注相关ETF及龙头股表现。点击查看机构最新观点。,2025-04-17 09:05:00,雪球,10-d
Push-879,214-2-3,支付宝：餐饮支付成功提醒,【支付宝】您已成功支付老长沙口味湘菜馆订单#LS202504171201，金额 128 元，账单已同步至我的账单。,2025-04-17 12:02:00,支付宝,214-b
Push-880,,微信读书：为您推荐新书,【微信读书】根据您的阅读兴趣，为您推荐《行为金融学新进展》。点击立即阅读，开启今日充电时光。,2025-04-17 13:50:00,微信读书,
Push-881,215-4,支付宝：运动消费支付成功,【支付宝】您已成功支付恒大雅苑健身中心消费，金额 15 元（电解质饮料），账单已同步至我的账单。,2025-04-17 16:02:00,支付宝,215-d
Push-882,220-4-1,支付宝：咖啡消费支付成功,【支付宝】您已成功支付心怡手冲咖啡馆消费，金额 38 元（埃塞俄比亚日晒手冲），账单已同步至我的账单。,2025-04-17 16:08:00,支付宝,220-d
Push-883,214-2-1,腾讯会议：研讨会预定成功通知,【腾讯会议】您已成功预定数字资产投资线上研讨会，会议号：789456123，密码：20250417，开始时间：20:00。,2025-04-17 19:30:00,腾讯会议,214-b
Push-884,214-2-1,腾讯会议：会议即将开始提醒,【腾讯会议】您预定的数字资产投资线上研讨会将于30分钟后开始，会议号：789456123，点击即可加入。,2025-04-17 19:30:00,腾讯会议,214-b
Push-885,,系统：存储空间不足提醒,【系统通知】手机存储空间已不足10%，建议清理照片、视频或卸载不常用应用以释放空间。,2025-04-17 21:15:00,系统存储管理,
Push-886,214-3,雪球：热门投资组合更新提醒,【雪球】您关注的【科技成长精选】组合今日调仓，新增半导体龙头股，组合年化收益已达18.7%，点击查看详情,2025-04-18 08:45:00,雪球,214-c
Push-887,216-2-1,系统：存储空间不足提醒,【系统通知】手机存储空间已不足10%，部分应用可能运行缓慢，建议及时清理,2025-04-18 13:35:00,系统存储管理,216-b
Push-888,11-3-1,微信读书：您收藏的书籍已更新,【微信读书】您收藏的《投资心理学实战》已发布新章节【第8章：市场情绪与决策偏差】，作者新增了A股案例分析,2025-04-18 20:15:00,微信读书,11-c
Push-889,11-3-1,小红书：您关注的户外装备测评已发布,【小红书】您关注的户外达人【徒步老张】发布了最新测评：【2025春季登山鞋横评：Salomon VS Merrell】，快来围观吧,2025-04-18 20:30:00,小红书,11-c
